"Scope_ID","Total_Apparatus_Hours","Base_Labor_Rate","Onsite_Misc_Rate","Onsite_Miscellaneous_Percent","Onsite_LOTO_Rate","Onsite_LOTO_Percent","Onsite_PM_Rate","Onsite_PM_Percent","Daily_Commute_Rate","Daily_Commute_Percent","Office_Report_Rate","Office_Report_Percent","Office_PM_Rate","Office_PM_Percent","Mobilization_Rate","Mobilization_Percent","Travel_Fixed_Cost","Hotel_PerDiem_Fixed","Flights_Fixed","Car_Rental_Fixed","Miscellaneous_Travel_Fixed_Cost","Generator_Rental_Fixed","Test_Equipment_Fixed_Cost","XFMR_LAB_Fixed_Cost","Miscellaneous_Fixed_Cost","Scope_Multiplier","Scope_Total_Value"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,," ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
